"GeneName"	"GeneID"	"Weeks"	"Region"	"Expression"	"Type"	"Numeric"	"NumericWeeks"	"lower"	"upper"
"ARX"	"ENSG00000004848"	"11 post conception weeks"	"basal ganglion"	4.95419631038687	"p"	11	"p11"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"11 post conception weeks"	"brain fragment"	5.35755200461808	"p"	11	"p11"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"11 post conception weeks"	"cerebellum"	0.137503523749935	"p"	11	"p11"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"11 post conception weeks"	"cerebral cortex"	5.70043971814109	"p"	11	"p11"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"11 post conception weeks"	"choroid plexus"	0.37851162325373	"p"	11	"p11"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"11 post conception weeks"	"diencephalon"	4.52356195605701	"p"	11	"p11"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"11 post conception weeks"	"forebrain"	5.61470984411521	"p"	11	"p11"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"11 post conception weeks"	"forebrain fragment"	5.12928301694497	"p"	11	"p11"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"11 post conception weeks"	"hindbrain"	4.8073549220576	"p"	11	"p11"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"11 post conception weeks"	"medulla oblongata"	0.678071905112638	"p"	11	"p11"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"11 post conception weeks"	"midbrain"	0.84799690655495	"p"	11	"p11"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"11 post conception weeks"	"spinal cord"	1	"p"	11	"p11"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"11 post conception weeks"	"telencephalon"	6.44294349584873	"p"	11	"p11"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"11 post conception weeks"	"temporal lobe"	5.52356195605701	"p"	11	"p11"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"basal ganglion"	7.67948009950545	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"brain fragment"	3	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"cerebellum"	0.263034405833794	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"cerebral cortex"	5.24792751344359	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"choroid plexus"	0.485426827170242	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"diencephalon"	0.584962500721156	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"forebrain"	6.02236781302845	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"hindbrain"	1	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"hindbrain fragment"	5.49185309632967	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"hindbrain without cerebellum"	0.37851162325373	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"midbrain"	4.24792751344359	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"pituitary and diencephalon"	6.20945336562895	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"spinal cord"	0.84799690655495	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"telencephalon"	5.20945336562895	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"12 post conception weeks"	"temporal lobe"	5	"p"	12	"p12"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"13 post conception weeks"	"basal ganglion"	7.24792751344359	"p"	13	"p13"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"13 post conception weeks"	"brain fragment"	5.4594316186373	"p"	13	"p13"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"13 post conception weeks"	"cerebellum"	0.263034405833794	"p"	13	"p13"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"13 post conception weeks"	"cerebral cortex"	5.12928301694497	"p"	13	"p13"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"13 post conception weeks"	"choroid plexus"	0.925999418556223	"p"	13	"p13"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"13 post conception weeks"	"diencephalon"	6.59991284218713	"p"	13	"p13"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"13 post conception weeks"	"forebrain fragment"	5.32192809488736	"p"	13	"p13"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"13 post conception weeks"	"medulla oblongata"	0.584962500721156	"p"	13	"p13"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"13 post conception weeks"	"midbrain"	4.58496250072116	"p"	13	"p13"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"13 post conception weeks"	"spinal cord"	1.58496250072116	"p"	13	"p13"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"13 post conception weeks"	"temporal lobe"	5.16992500144231	"p"	13	"p13"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"14 post conception weeks"	"brain fragment"	5.52356195605701	"p"	14	"p14"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"14 post conception weeks"	"cerebral cortex"	5.32192809488736	"p"	14	"p14"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"14 post conception weeks"	"choroid plexus"	1	"p"	14	"p14"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"14 post conception weeks"	"diencephalon"	4.52356195605701	"p"	14	"p14"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"14 post conception weeks"	"diencephalon and midbrain"	0	"p"	14	"p14"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"14 post conception weeks"	"hindbrain"	0.137503523749935	"p"	14	"p14"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"14 post conception weeks"	"telencephalon"	5.12928301694497	"p"	14	"p14"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"14 post conception weeks"	"temporal lobe"	5.55458885167764	"p"	14	"p14"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"15 post conception weeks"	"brain fragment"	4.16992500144231	"p"	15	"p15"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"15 post conception weeks"	"cerebral cortex"	5	"p"	15	"p15"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"15 post conception weeks"	"temporal lobe"	7.23840473932508	"p"	15	"p15"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"16 post conception weeks"	"basal ganglion"	6.16992500144231	"p"	16	"p16"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"16 post conception weeks"	"brain fragment"	5.35755200461808	"p"	16	"p16"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"16 post conception weeks"	"cerebellum"	0	"p"	16	"p16"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"16 post conception weeks"	"cerebral cortex"	5.49185309632967	"p"	16	"p16"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"16 post conception weeks"	"choroid plexus"	2.32192809488736	"p"	16	"p16"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"16 post conception weeks"	"diencephalon"	2	"p"	16	"p16"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"16 post conception weeks"	"hippocampus"	5.28540221886225	"p"	16	"p16"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"16 post conception weeks"	"medulla oblongata"	0.485426827170242	"p"	16	"p16"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"16 post conception weeks"	"midbrain"	0.263034405833794	"p"	16	"p16"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"16 post conception weeks"	"pons"	0.263034405833794	"p"	16	"p16"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"16 post conception weeks"	"telencephalon"	4.58496250072116	"p"	16	"p16"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"16 post conception weeks"	"temporal lobe"	5.97727992349992	"p"	16	"p16"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"17 post conception weeks"	"basal ganglion"	6.20945336562895	"p"	17	"p17"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"17 post conception weeks"	"brain fragment"	4.90689059560852	"p"	17	"p17"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"17 post conception weeks"	"cerebellum"	0.584962500721156	"p"	17	"p17"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"17 post conception weeks"	"cerebral cortex"	5.4594316186373	"p"	17	"p17"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"17 post conception weeks"	"hippocampus"	7.94836723158468	"p"	17	"p17"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"17 post conception weeks"	"temporal lobe"	6.04439411935845	"p"	17	"p17"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"19 post conception weeks"	"brain fragment"	5.16992500144231	"p"	19	"p19"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"20 post conception weeks"	"brain fragment"	5.7279204545632	"p"	20	"p20"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"basal ganglion"	7.09803208296053	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"brain fragment"	0.765534746362977	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"cerebellum"	0	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"cerebral cortex"	6.08746284125034	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"choroid plexus"	0.678071905112638	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"diencephalon"	5.95419631038687	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"forebrain"	6	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"forebrain fragment"	4.58496250072116	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"hindbrain"	0.584962500721156	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"medulla oblongata"	1	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"midbrain"	4.4594316186373	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"pons"	0.584962500721156	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"spinal cord"	1.58496250072116	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"telencephalon"	6.79441586635011	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"9 post conception weeks"	"temporal lobe"	5.70043971814109	"p"	9	"p9"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 13"	"forebrain"	2.32192809488736	"c"	13	"c13"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 13"	"midbrain"	2.32192809488736	"c"	13	"c13"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 14"	"forebrain"	4.70043971814109	"c"	14	"c14"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 14"	"hindbrain"	2	"c"	14	"c14"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 14"	"midbrain"	3.16992500144231	"c"	14	"c14"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 14"	"spinal cord"	2.58496250072116	"c"	14	"c14"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 15"	"brain fragment"	4.16992500144231	"c"	15	"c15"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 16"	"brain fragment"	1.58496250072116	"c"	16	"c16"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 16"	"spinal cord"	2.32192809488736	"c"	16	"c16"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 17"	"brain fragment"	3	"c"	17	"c17"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 17"	"forebrain"	6.4594316186373	"c"	17	"c17"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 17"	"hindbrain"	3.70043971814109	"c"	17	"c17"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 17"	"midbrain"	2.32192809488736	"c"	17	"c17"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 17"	"spinal cord"	3	"c"	17	"c17"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 18"	"brain fragment"	3	"c"	18	"c18"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 18"	"forebrain"	6.5077946401987	"c"	18	"c18"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 18"	"hindbrain"	1.58496250072116	"c"	18	"c18"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 18"	"midbrain"	0.137503523749935	"c"	18	"c18"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 18"	"spinal cord"	2.32192809488736	"c"	18	"c18"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 19"	"brain fragment"	2.58496250072116	"c"	19	"c19"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 19"	"hindbrain"	3.90689059560852	"c"	19	"c19"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 19"	"spinal cord"	2.58496250072116	"c"	19	"c19"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 20"	"brain fragment"	2.32192809488736	"c"	20	"c20"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 20"	"cerebral cortex"	2.8073549220576	"c"	20	"c20"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 20"	"forebrain"	2	"c"	20	"c20"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 20"	"hindbrain"	4	"c"	20	"c20"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 21"	"brain fragment"	2.8073549220576	"c"	21	"c21"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 21"	"forebrain"	5.52356195605701	"c"	21	"c21"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 21"	"hindbrain"	3.32192809488736	"c"	21	"c21"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 21"	"midbrain"	2.8073549220576	"c"	21	"c21"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 21"	"spinal cord"	2.32192809488736	"c"	21	"c21"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 22"	"basal ganglion"	7.44294349584873	"c"	22	"c22"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 22"	"brain fragment"	2.8073549220576	"c"	22	"c22"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 22"	"cerebellum"	0.137503523749935	"c"	22	"c22"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 22"	"cerebral cortex"	6.70043971814109	"c"	22	"c22"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 22"	"choroid plexus"	2.32192809488736	"c"	22	"c22"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 22"	"diencephalon"	5.39231742277876	"c"	22	"c22"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 22"	"forebrain"	1.58496250072116	"c"	22	"c22"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 22"	"forebrain fragment"	6	"c"	22	"c22"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 22"	"hindbrain without cerebellum"	1.58496250072116	"c"	22	"c22"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 22"	"medulla oblongata"	2.58496250072116	"c"	22	"c22"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 22"	"midbrain"	2.8073549220576	"c"	22	"c22"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 22"	"pituitary and diencephalon"	7.18982455888002	"c"	22	"c22"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 22"	"spinal cord"	2.8073549220576	"c"	22	"c22"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 22"	"telencephalon"	6.68650052718322	"c"	22	"c22"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 23"	"basal ganglion"	7.49984588708321	"c"	23	"c23"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 23"	"brain fragment"	5.32192809488736	"c"	23	"c23"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 23"	"cerebral cortex"	6.55458885167764	"c"	23	"c23"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 23"	"choroid plexus"	2	"c"	23	"c23"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 23"	"diencephalon"	5.61470984411521	"c"	23	"c23"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 23"	"forebrain"	6.4262647547021	"c"	23	"c23"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 23"	"hindbrain"	2	"c"	23	"c23"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 23"	"medulla oblongata"	2.32192809488736	"c"	23	"c23"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 23"	"midbrain"	0.485426827170242	"c"	23	"c23"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 23"	"spinal cord"	2	"c"	23	"c23"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Carnegie Stage 23"	"telencephalon"	6.68650052718322	"c"	23	"c23"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Late 8 post conception weeks"	"basal ganglion"	7.10852445677817	"p"	8	"p8"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Late 8 post conception weeks"	"brain fragment"	1.58496250072116	"p"	8	"p8"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Late 8 post conception weeks"	"cerebellum"	2	"p"	8	"p8"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Late 8 post conception weeks"	"cerebral cortex"	6.16992500144231	"p"	8	"p8"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Late 8 post conception weeks"	"diencephalon"	4.70043971814109	"p"	8	"p8"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Late 8 post conception weeks"	"hindbrain"	7.3037807481771	"p"	8	"p8"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Late 8 post conception weeks"	"medulla oblongata"	0	"p"	8	"p8"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Late 8 post conception weeks"	"midbrain"	0.137503523749935	"p"	8	"p8"	-4.45965851436991	11.6593308592063
"ARX"	"ENSG00000004848"	"Late 8 post conception weeks"	"spinal cord"	2	"p"	8	"p8"	-4.45965851436991	11.6593308592063
"CACNA1G"	"ENSG00000006283"	"10 post conception weeks"	"basal ganglion"	4.70043971814109	"p"	10	"p10"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"10 post conception weeks"	"brain fragment"	5.4262647547021	"p"	10	"p10"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"10 post conception weeks"	"cerebellum"	4.70043971814109	"p"	10	"p10"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"10 post conception weeks"	"cerebral cortex"	3	"p"	10	"p10"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"10 post conception weeks"	"choroid plexus"	4.39231742277876	"p"	10	"p10"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"10 post conception weeks"	"diencephalon"	5.08746284125034	"p"	10	"p10"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"10 post conception weeks"	"forebrain"	4.8073549220576	"p"	10	"p10"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"10 post conception weeks"	"forebrain and midbrain"	3.32192809488736	"p"	10	"p10"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"10 post conception weeks"	"hindbrain"	4.8073549220576	"p"	10	"p10"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"10 post conception weeks"	"medulla oblongata"	4.85798099512757	"p"	10	"p10"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"10 post conception weeks"	"midbrain"	4.95419631038687	"p"	10	"p10"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"10 post conception weeks"	"spinal cord"	4.08746284125034	"p"	10	"p10"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"10 post conception weeks"	"telencephalon"	2	"p"	10	"p10"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"10 post conception weeks"	"temporal lobe"	4.08746284125034	"p"	10	"p10"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"11 post conception weeks"	"basal ganglion"	2.32192809488736	"p"	11	"p11"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"11 post conception weeks"	"brain fragment"	3.16992500144231	"p"	11	"p11"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"11 post conception weeks"	"cerebellum"	4.95419631038687	"p"	11	"p11"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"11 post conception weeks"	"cerebral cortex"	2	"p"	11	"p11"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"11 post conception weeks"	"diencephalon"	5.70043971814109	"p"	11	"p11"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"11 post conception weeks"	"forebrain"	2.58496250072116	"p"	11	"p11"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"11 post conception weeks"	"forebrain fragment"	2	"p"	11	"p11"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"11 post conception weeks"	"hindbrain"	3	"p"	11	"p11"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"11 post conception weeks"	"medulla oblongata"	4.58496250072116	"p"	11	"p11"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"11 post conception weeks"	"midbrain"	5	"p"	11	"p11"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"11 post conception weeks"	"spinal cord"	4	"p"	11	"p11"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"11 post conception weeks"	"telencephalon"	1	"p"	11	"p11"	0.646496034978616	6.40878640052257
